city,city_ascii,lat,lng
Tenango de Doria,Tenango de Doria,20.3356,-98.2267
Piratini,Piratini,-31.4478,-53.1039
Mendes,Mendes,-22.5269,-43.7328
Baxt,Baxt,40.7139,68.6933
San Antonio de Ibarra,San Antonio de Ibarra,0.3627,-78.1307
Eksambe,Eksambe,16.42,74.58
Goodlettsville,Goodlettsville,36.333,-86.7026
Cafelândia,Cafelandia,-21.8025,-49.61
Buguda,Buguda,19.8081,84.7908
Kudavāsal,Kudavasal,10.8582,79.4823
Sahel,Sahel,34.9667,-4.55
Puerto Guzmán,Puerto Guzman,0.9703,-76.5858
Īlām,Ilam,26.908,87.926
Puerto Rico,Puerto Rico,-26.8,-55.0167
Stockach,Stockach,47.8514,9.0114
Scott,Scott,40.3875,-80.0791
Coalinga,Coalinga,36.142,-120.3242
Nümbrecht,Numbrecht,50.9053,7.5422
Biyahmū,Biyahmu,29.3675,30.8528
Ciudad Hidalgo,Ciudad Hidalgo,14.6792,-92.1497
Karukh,Karukh,34.4922,62.5922
Augustinópolis,Augustinopolis,-5.4658,-47.8878
Zhoujia,Zhoujia,35.2976,108.0347
Bhucho Mandi,Bhucho Mandi,30.2129,75.0969
Ambatolahy,Ambatolahy,-20,45.5333
Villa Sarmiento,Villa Sarmiento,-34.6333,-58.5667
Croatá,Croata,-4.4,-40.9108
Pajapan,Pajapan,18.2667,-94.6833
Budva,Budva,42.2881,18.8425
Kushk,Kushk,33.2956,61.9522
Urucuia,Urucuia,-16.1308,-45.7425
Shin-Kamigotō,Shin-Kamigoto,32.9844,129.0733
South Ogden,South Ogden,41.1722,-111.9576
El Reno,El Reno,35.5429,-97.966
Fairview,Fairview,40.1735,-76.8655
Tepatlaxco,Tepatlaxco,19.0667,-97.9667
Dharampuri,Dharampuri,22.1495,75.3444
Umirim,Umirim,-3.6833,-39.3333
Corbélia,Corbelia,-24.8,-53.3
Vallières,Vallieres,19.4333,-71.9167
Anantāvūr,Anantavur,10.8925,75.9983
Saluzzo,Saluzzo,44.65,7.4833
Pocinhos,Pocinhos,-7.0769,-36.0608
South Venice,South Venice,27.0444,-82.4155
Phayao,Phayao,19.1653,99.9036
Cafarnaum,Cafarnaum,-11.7,-41.4667
Samaná,Samana,5.5833,-74.9167
Talitay,Talitay,7.0353,124.3758
Vladimirci,Vladimirci,44.6167,19.7833
Cruz do Espírito Santo,Cruz do Espirito Santo,-7.1333,-35.1
Bluffdale,Bluffdale,40.4744,-111.9381
Gainesville,Gainesville,33.639,-97.1487
West Columbia,West Columbia,33.9932,-81.0936
Guanagazapa,Guanagazapa,14.2333,-90.65
Gautampura,Gautampura,22.9866,75.5192
Morganton,Morganton,35.7408,-81.7002
Karkamb,Karkamb,17.863,75.2981
Faléa,Falea,12.2647,-11.275
Marche-en-Famenne,Marche-en-Famenne,50.2167,5.3333
Kiyama,Kiyama,33.4333,130.5167
Dar Chaifat,Dar Chaifat,32.55,-7.5
Veternik,Veternik,45.2533,19.7608
Chamalières,Chamalieres,45.7744,3.0678
Sibutao,Sibutao,8.6131,123.4797
Māndvi,Mandvi,21.15,73.18
Puurs,Puurs,51.0761,4.2803
Los Lunas,Los Lunas,34.8115,-106.7803
Laguna Woods,Laguna Woods,33.6099,-117.7299
Bon Air,Bon Air,37.5187,-77.5713
Tasquillo,Tasquillo,20.6167,-99.25
Krasnokumskoye,Krasnokumskoye,44.1778,43.5
Rojales,Rojales,38.0833,-0.7167
Suvorov,Suvorov,54.15,36.55
Woodhouse,Woodhouse,53.358,-1.373
Karachev,Karachev,53.1167,34.9667
Albino,Albino,45.7606,9.7969
Royston,Royston,52.0471,-0.0202
Peçanha,Pecanha,-18.5489,-42.5569
Abdullahnagar,Abdullahnagar,25.7683,87.5557
Rio Pomba,Rio Pomba,-21.2667,-43.1667
Tabernes de Valldigna,Tabernes de Valldigna,39.0722,-0.2658
Nedugula,Nedugula,11.4764,76.8904
Lakhnaur,Lakhnaur,26.202,86.309
Rozdilna,Rozdilna,46.8486,30.0792
Puerto Aysén,Puerto Aysen,-45.4,-72.6833
Pātan,Patan,23.2864,79.6896
Brielle,Brielle,51.9,4.1667
Nova Era,Nova Era,-19.75,-43.0378
Nīsang,Nisang,29.69,76.75
Lubang,Lubang,13.8586,120.1228
Montemor-o-Novo,Montemor-o-Novo,38.65,-8.2167
Sinzig,Sinzig,50.5453,7.2519
Reota,Reota,25.8194,86.3061
Forio,Forio,40.7333,13.85
Bramhall,Bramhall,53.357,-2.164
Mehrān,Mehran,33.1208,46.1642
Kahoku,Kahoku,38.4264,140.3144
Derhachi,Derhachi,50.1114,36.1219
Seoni Chhapāra,Seoni Chhapara,22.3939,79.5424
Totutla,Totutla,19.2167,-96.9667
Remagen,Remagen,50.5786,7.2306
Pescantina,Pescantina,45.4833,10.8667
Anosiarivo,Anosiarivo,-19.9167,47.0333
Guaranda,Guaranda,8.4672,-74.5367
Santa Lucía Milpas Altas,Santa Lucia Milpas Altas,14.5833,-90.6833
Nahāzāri,Nahazari,22.4347,88.2487
Cham,Cham,49.2167,12.65
Kolokondé,Kolokonde,9.9,1.7667
Camocim de São Félix,Camocim de Sao Felix,-8.35,-35.7667
Zaslawye,Zaslawye,54.0083,27.2847
Loboc,Loboc,9.63,124.03
Osuna,Osuna,37.2333,-5.1
Bahon,Bahon,19.4696,-72.1147
Olivehurst,Olivehurst,39.0795,-121.5566
Conyers,Conyers,33.6646,-83.9966
Viradouro,Viradouro,-20.8731,-48.2969
Murray,Murray,36.6146,-88.3207
New Castle,New Castle,39.9191,-85.3697
San Isidro,San Isidro,12.9319,-86.1953
Colón,Colon,9.9096,-84.262
Calayan,Calayan,19.2619,121.4753
Awlouz,Awlouz,30.7,-8.15
Babenhausen,Babenhausen,49.9667,8.95
Karahia,Karahia,26.4054,86.149
Isola Capo Rizzuto,Isola Capo Rizzuto,38.9589,17.0956
Buckingham,Buckingham,45.5889,-75.4164
Ummannūr,Ummannur,8.95,76.7833
Namminikara,Namminikara,10.4392,76.268
Jhagarua,Jhagarua,26.0059,86.3496
Beinasco,Beinasco,45.0167,7.5833
Fraserpet,Fraserpet,12.4587,75.9605
Borda da Mata,Borda da Mata,-22.2739,-46.165
Douétiré,Douetire,16.5736,-3.3719
Rio Claro,Rio Claro,-22.7228,-44.1358
Yutz,Yutz,49.3594,6.1892
Odaipatti,Odaipatti,9.8323,77.4433
Międzyrzecz,Miedzyrzecz,52.4483,15.5883
Bolhrad,Bolhrad,45.6672,28.6128
Jomboy Shahri,Jomboy Shahri,39.6989,67.0933
Bry-sur-Marne,Bry-sur-Marne,48.8411,2.5222
Mārtahalli,Martahalli,11.9919,77.4972
Wahiawa,Wahiawa,21.5012,-158.0178
Bhagabānpur,Bhagabanpur,24.7765,88.0217
Kawa,Kawa,17.0897,96.4663
Curti,Curti,15.4167,74.0167
Ziracuaretiro,Ziracuaretiro,19.4333,-101.9167
Pyskowice,Pyskowice,50.3833,18.6167
São Domingos do Prata,Sao Domingos do Prata,-19.865,-42.9678
Abelardo Luz,Abelardo Luz,-26.5647,-52.3283
Wilton,Wilton,43.1502,-73.7276
Çat,Cat,39.6111,40.9789
Banni,Banni,25.4692,86.6068
Plungė,Plunge,55.9167,21.85
Mareth,Mareth,33.6333,10.3
Balma,Balma,43.6111,1.4994
Central Saanich,Central Saanich,48.5142,-123.3839
Solrød Strand,Solrod Strand,55.5167,12.2167
Villanueva del Pardillo,Villanueva del Pardillo,40.4833,-3.9667
Mula,Mula,38.0419,-1.4906
Louth,Louth,53.3669,-0.0061
Néa Erythraía,Nea Erythraia,38.0833,23.8167
Kurugodu,Kurugodu,15.346,76.836
Santa Maria di Sala,Santa Maria di Sala,45.5,12.0333
Streetsboro,Streetsboro,41.2396,-81.3456
Woodcrest,Woodcrest,33.8789,-117.3687
Wangaratta,Wangaratta,-36.3583,146.3125
Gunjāpalle,Gunjapalle,14.3845,77.9495
Kelsterbach,Kelsterbach,50.0617,8.5311
Nizhnyaya Salda,Nizhnyaya Salda,58.0667,60.7167
Ban Song,Ban Song,8.6603,99.3768
Arpaçay,Arpacay,40.8483,43.3317
Raychikhinsk,Raychikhinsk,49.7833,129.4167
Paoua,Paoua,7.25,16.4333
Holmdel,Holmdel,40.3768,-74.1725
Lalībela,Lalibela,12.0317,39.0411
Mujikharf,Mujikharf,38.85,69.8833
Barhan,Barhan,27.3299,78.1896
Sānwer,Sanwer,22.9742,75.8271
Ayacucho,Ayacucho,-37.1333,-58.4667
Gescher,Gescher,51.9569,7.0056
Milla’ab,Milla'ab,31.4737,-4.7424
Oued el Kheïr,Oued el Kheir,35.9503,0.3808
Betio,Betio,1.35,172.9333
Villa Rica,Villa Rica,33.7294,-84.9177
Viljandi,Viljandi,58.3667,25.6
Glassmanor,Glassmanor,38.8181,-76.9833
Ketama,Ketama,34.9158,-4.5686
Bad Langensalza,Bad Langensalza,51.1081,10.6467
Sestri Levante,Sestri Levante,44.2667,9.4
Sainte-Catherine,Sainte-Catherine,45.4,-73.58
Lumbreras,Lumbreras,37.5633,-1.8072
Kembhāvi,Kembhavi,16.65,76.5333
Ibrāhīmpatan,Ibrahimpatan,17.1017,78.6294
Skadovsk,Skadovsk,46.1167,32.9167
Hednesford,Hednesford,52.7115,-2.0006
Santa Elena,Santa Elena,13.3833,-88.4167
Kadogawa,Kadogawa,32.4711,131.6461
Tonj,Tonj,7.28,28.68
Kamudi,Kamudi,9.409,78.3679
Valenzano,Valenzano,41.05,16.8833
Gothini,Gothini,26.1626,84.0379
Shumikha,Shumikha,55.2333,63.3
Yerrapālem,Yerrapalem,16.15,80.03
Sedeh Lanjān,Sedeh Lanjan,32.3786,51.3178
Padre Paraíso,Padre Paraiso,-17.0667,-41.4833
Galaz,Galaz,34.55,-4.8
Mori,Mori,34.8333,137.9333
Pécel,Pecel,47.4893,19.3354
Riva del Garda,Riva del Garda,45.8833,10.85
New Amsterdam,New Amsterdam,6.25,-57.5167
Guardamar del Segura,Guardamar del Segura,38.0897,-0.655
Mau Dhaneshpur,Mau Dhaneshpur,25.5899,85.8337
Betroka,Betroka,-23.2683,46.1044
Krasnoslobodsk,Krasnoslobodsk,48.7,44.5667
Johnstown,Johnstown,40.3499,-104.9482
Mudukulattūr,Mudukulattur,9.344,78.5138
Matam,Matam,15.6167,-13.3333
Mannō,Manno,34.2,133.8333
Tagana-an,Tagana-an,9.6964,125.5825
Dijiasuoxiang,Dijiasuoxiang,35.6883,105.2586
Aïn Zaouïa,Ain Zaouia,36.55,3.8944
Uryzhar,Uryzhar,47.09,81.6228
Muniz Freire,Muniz Freire,-20.4639,-41.4128
El Kouif,El Kouif,35.5,8.3167
Miharu,Miharu,37.441,140.4926
Suesca,Suesca,5.1,-73.8
Pital,Pital,10.6024,-84.2474
Betulia,Betulia,6.1122,-75.9839
Schwarzenbek,Schwarzenbek,53.5042,10.4792
Villiers,Villiers,-27.0333,28.6
Mohács,Mohacs,45.9959,18.6798
Jenison,Jenison,42.9063,-85.8269
As Suqaylibīyah,As Suqaylibiyah,35.3697,36.38
Chadchan,Chadchan,17.3126,75.6581
Pohādi,Pohadi,26.0387,86.1612
Mecayapan,Mecayapan,18.2167,-94.8333
Otacílio Costa,Otacilio Costa,-27.5667,-50.1167
Fort Thomas,Fort Thomas,39.0801,-84.4518
Cajamarca,Cajamarca,4.4167,-75.5
Schwalbach,Schwalbach,49.2833,6.8167
Sierpc,Sierpc,52.8833,19.6667
Tíogollo,Tiogollo,10.3408,-74.7333
Maranello,Maranello,44.5333,10.8667
Chāripāra,Charipara,20.45,84.4
Almolonga,Almolonga,14.8122,-91.4944
Namayingo,Namayingo,0.345,33.88
Dombóvár,Dombovar,46.382,18.1422
Kanrangana,Kanrangana,12.2208,-5.0333
Mundo Novo,Mundo Novo,-11.8589,-40.4719
Ban Pong,Ban Pong,13.8174,99.883
Holzwickede,Holzwickede,51.5,7.6167
Sāram,Saram,23.7625,85.83
Poyo,Poyo,42.4333,-8.6667
Chorhat,Chorhat,24.4274,81.6695
Krupanj,Krupanj,44.3667,19.3667
Guryevsk,Guryevsk,54.7833,20.6167
Barbastro,Barbastro,42.0361,0.1264
Thorne,Thorne,53.6083,-0.9583
Fortim,Fortim,-4.45,-37.7833
Port Hope,Port Hope,43.95,-78.3
Keota,Keota,25.644,85.8287
Jawkatiā,Jawkatia,26.7308,84.6263
West Lampeter,West Lampeter,39.9947,-76.256
Horn-Bad Meinberg,Horn-Bad Meinberg,51.8833,8.9667
Porciúncula,Porciuncula,-20.9628,-42.0408
Pont-à-Celles,Pont-a-Celles,50.5,4.35
Kouka,Kouka,11.9,-4.3333
Santo Antônio do Amparo,Santo Antonio do Amparo,-20.9458,-44.9189
Talwandi Bhai,Talwandi Bhai,30.8622,74.9285
Brand,Brand,50.7489,6.165
Toledo,Toledo,7.3131,-72.4875
Bad Münstereifel,Bad Munstereifel,50.5531,6.7661
Bethpage,Bethpage,40.7495,-73.4856
Houghton Regis,Houghton Regis,51.9039,-0.5247
Garwolin,Garwolin,51.9,21.6333
Pollensa,Pollensa,39.8772,3.0164
Amesbury,Amesbury,42.853,-70.9446
Zébala,Zebala,12.31,-5.1569
Osny,Osny,49.06,2.0633
Baie de Henne,Baie de Henne,19.6667,-73.2
Lebanon,Lebanon,40.0324,-86.4551
Thornton,Thornton,53.7898,-1.8504
Kukraun,Kukraun,25.6858,87.1638
Norrtälje,Norrtalje,59.7667,18.7
Mūlki,Mulki,13.1,74.8
Arinos,Arinos,-15.9119,-46.0964
Sengés,Senges,-24.1,-49.4833
Sanary-sur-Mer,Sanary-sur-Mer,43.118,5.8014
Kulasegaram,Kulasegaram,8.3667,77.3
Moroni,Moroni,-11.699,43.256
Shongzhy,Shongzhy,43.5417,79.4703
Hernando,Hernando,34.85,-89.9921
Staphorst,Staphorst,52.65,6.2167
Benavente,Benavente,42.0031,-5.6742
Dehti,Dehti,26.2115,87.5513
Ellinikó,Elliniko,37.8667,23.7333
Maigh Nuad,Maigh Nuad,53.3816,-6.591
Oskarshamn,Oskarshamn,57.265,16.45
Tecolotlán,Tecolotlan,20.1,-103.8333
Rattaphum,Rattaphum,7.1412,100.2905
Rancho Mirage,Rancho Mirage,33.7635,-116.4271
San Juan Nonualco,San Juan Nonualco,13.5072,-88.8997
Stanford,Stanford,37.4252,-122.1674
Baymak,Baymak,52.5833,58.3167
Capistrano,Capistrano,-4.4667,-38.9167
G‘uzor,G`uzor,38.6208,66.2481
Kinel’-Cherkassy,Kinel'-Cherkassy,53.4683,51.4775
Illizi,Illizi,26.505,8.4822
Venturosa,Venturosa,-8.5747,-36.8742
Heanor,Heanor,53.014,-1.354
Friern Barnet,Friern Barnet,51.6126,-0.1584
Milton,Milton,53.05,-2.142
Khānpur,Khanpur,28.53,78.05
Dharmāpuri,Dharmapuri,18.9475,79.094
Mariakerke,Mariakerke,51.0728,3.6761
Baturbāri,Baturbari,26.2281,87.4714
Laurel,Laurel,31.6956,-89.1449
North Druid Hills,North Druid Hills,33.8185,-84.3254
Mettuppālaiyam,Mettuppalaiyam,11.4325,77.6658
Stafford,Stafford,29.6271,-95.5654
Gunzenhausen,Gunzenhausen,49.1147,10.7542
Marmande,Marmande,44.5,0.17
Shelbyville,Shelbyville,38.2067,-85.2292
Oerlinghausen,Oerlinghausen,51.9667,8.6667
Nadugadda,Nadugadda,16.6241,79.4448
Bawgalegyi,Bawgalegyi,18.9144,96.7856
Les Clayes-sous-Bois,Les Clayes-sous-Bois,48.8167,1.9833
Hatfield,Hatfield,53.58,-1
Amarante,Amarante,-6.2408,-42.855
Inverness,Inverness,46.2,-61.1
Heilbad Heiligenstadt,Heilbad Heiligenstadt,51.3789,10.1386
Kangaba,Kangaba,11.9333,-8.4167
Ejutla de Crespo,Ejutla de Crespo,16.5672,-96.7308
Jaguaretama,Jaguaretama,-5.6167,-38.7667
Cipó,Cipo,-11.1,-38.5169
Pāvumba,Pavumba,9.0597,76.8889
Abadiânia,Abadiania,-16.1,-48.8
Aurora,Aurora,41.3118,-81.345
Resplendor,Resplendor,-19.3333,-41.25
Littau,Littau,47.05,8.2667
Souaflia,Souaflia,35.85,0.3333
Minakami,Minakami,36.6786,138.9991
Belmopan,Belmopan,17.2514,-88.7669
Buford,Buford,34.1192,-83.9903
Bendorf,Bendorf,50.4297,7.5703
Monselice,Monselice,45.2333,11.75
Castelfiorentino,Castelfiorentino,43.6,10.9667
Çukurca,Cukurca,37.2469,43.6117
Bakeshiyingcun,Bakeshiyingcun,40.7237,117.193
Martigny,Martigny,46.1,7.0667
Belākoba,Belakoba,26.59,88.589
Pisaflores,Pisaflores,21.1933,-99.005
Bareggio,Bareggio,45.4667,8.9833
Clayton,Clayton,38.6444,-90.3303
Bailén,Bailen,38.0833,-3.7667
Terzigno,Terzigno,40.8,14.5
Avenel,Avenel,40.5842,-74.2716
Durleşti,Durlesti,47.0333,28.95
Carnaubal,Carnaubal,-4.1669,-40.9428
Itacarambi,Itacarambi,-15.1017,-44.1067
Kretinga,Kretinga,55.89,21.2422
Port-à-Piment,Port-a-Piment,18.25,-74.1
Marktredwitz,Marktredwitz,50,12.0667
L’Isle-d’Abeau,L'Isle-d'Abeau,45.6233,5.2305
Raiyam,Raiyam,26.2702,86.2071
Piera,Piera,41.5222,1.7494
Chouafaa,Chouafaa,34.7667,-6.05
Shahritus,Shahritus,37.2667,68.1333
Carmo,Carmo,-21.9339,-42.6089
Akassato,Akassato,6.5,2.3667
Lérida,Lerida,4.9,-74.9167
Banabuiú,Banabuiu,-5.2833,-38.8667
Anori,Anori,-3.7728,-61.6442
Digne-les-Bains,Digne-les-Bains,44.0933,6.2364
Danville,Danville,37.6418,-84.7777
Badantola,Badantola,25.2517,87.842
Araruna,Araruna,-6.5578,-35.7419
Glen Parva,Glen Parva,52.5867,-1.1617
Mont-Organisé,Mont-Organise,19.4,-71.7833
Dormentes,Dormentes,-8.4469,-40.7708
Flowing Wells,Flowing Wells,32.2937,-111.011
Sudipen,Sudipen,16.9,120.47
Bāţūfah,Batufah,37.1744,43.0132
Forssa,Forssa,60.8167,23.625
Cherakara,Cherakara,8.8456,76.7164
Calhoun,Calhoun,34.491,-84.9386
North Decatur,North Decatur,33.8074,-84.2889
Lyepyel,Lyepyel,54.875,28.6944
Trstenik,Trstenik,43.6167,20.9833
Bad Wörishofen,Bad Worishofen,48.0058,10.5969
Bedford,Bedford,41.225,-73.6673
Cacimba de Dentro,Cacimba de Dentro,-6.6419,-35.79
Jouy-le-Moutier,Jouy-le-Moutier,49.0117,2.0397
Padugupādu,Padugupadu,14.4885,79.9923
Neerpelt,Neerpelt,51.2333,5.4333
Al Ḩārah,Al Harah,33.05,36
Nederweert,Nederweert,51.2833,5.75
Alcantara,Alcantara,12.2584,122.0543
Shek Tong Tsui,Shek Tong Tsui,22.2871,114.1357
Villa Isabela,Villa Isabela,19.82,-71.05
Hinsdale,Hinsdale,41.8007,-87.9273
Zandvoort,Zandvoort,52.3667,4.5333
Guoxing,Guoxing,24.055,120.87
Castilleja de la Cuesta,Castilleja de la Cuesta,37.3833,-6.05
Sumé,Sume,-7.65,-36.9167
Conceição do Almeida,Conceicao do Almeida,-12.6178,-39.9558
Iati,Iati,-9.05,-36.85
Traiguén,Traiguen,-38.25,-72.6833
Cluses,Cluses,46.0611,6.5794
Cottingham,Cottingham,53.7822,-0.4136
Calnali,Calnali,20.9,-98.5833
Bellaire,Bellaire,29.704,-95.4621
Pinewood,Pinewood,25.8697,-80.2174
Massaranduba,Massaranduba,-26.6108,-49.0078
Peka,Peka,-28.9667,27.7667
Poção de Pedras,Pocao de Pedras,-4.75,-44.9333
Tizi Rached,Tizi Rached,36.6667,4.1833
Sìnnai,Sinnai,39.3,9.2
Konstantinovsk,Konstantinovsk,47.5667,41.0833
Itirapina,Itirapina,-22.2528,-47.8228
Kayaralam,Kayaralam,12,75.4167
Tanque Novo,Tanque Novo,-13.5458,-42.4908
Malta,Malta,42.9853,-73.7879
Swansea,Swansea,41.7571,-71.212
Konstancin-Jeziorna,Konstancin-Jeziorna,52.0833,21.1167
Cássia,Cassia,-20.5828,-46.9219
Tejuçuoca,Tejucuoca,-4.0167,-39.5167
Tlahuelilpan,Tlahuelilpan,20.1297,-99.2286
Joaquim Gomes,Joaquim Gomes,-9.1328,-35.7478
Mayuge,Mayuge,0.4578,33.48
Bom Sucesso,Bom Sucesso,-21.0328,-44.7578
Sake,Sake,-1.5741,29.0413
Settiyārpatti,Settiyarpatti,9.3935,77.4935
Monsenhor Tabosa,Monsenhor Tabosa,-4.7833,-40.0667
Majītha,Majitha,31.7571,74.9589
Sawankhalok,Sawankhalok,17.3099,99.8263
Ōi,Oi,35.3333,139.15
Grumo Nevano,Grumo Nevano,40.9333,14.2667
San Felipe,San Felipe,31.0275,-114.8353
Ayinīkkād,Ayinikkad,11.4974,75.72
Tricase,Tricase,39.9333,18.3667
Clitheroe,Clitheroe,53.8711,-2.3916
Grenchen,Grenchen,47.1906,7.3964
Berezhany,Berezhany,49.4458,24.9361
Saguday,Saguday,16.5394,121.5636
Firminy,Firminy,45.3889,4.2878
Pānchgrām,Panchgram,24.1996,88.0077
Fairview Park,Fairview Park,41.4419,-81.853
Kusa,Kusa,55.35,59.45
Ipaba,Ipaba,-19.3833,-42.4167
Figline Valdarno,Figline Valdarno,43.6167,11.4667
Graham,Graham,36.0589,-79.3894
Frederikssund,Frederikssund,55.8333,12.0666
Regeneração,Regeneracao,-6.2378,-42.6878
Sallanches,Sallanches,45.9372,6.6328
Beckley,Beckley,37.7877,-81.1841
Peso da Régua,Peso da Regua,41.1653,-7.7764
Banovići,Banovici,44.4,18.5333
Correntes,Correntes,-9.1289,-36.33
Giria,Giria,24.5167,88.0767
Sa‘ādat Shahr,Sa`adat Shahr,30.0772,53.1328
Marsabit,Marsabit,2.3333,37.9833
Pouso Redondo,Pouso Redondo,-27.2578,-49.9339
Ejea de los Caballeros,Ejea de los Caballeros,42.1292,-1.1372
Manassas Park,Manassas Park,38.7709,-77.4429
Wādī Ḩalfā’,Wadi Halfa',21.8,31.35
Barrington,Barrington,41.7443,-71.3145
Ilaka Atsinanana,Ilaka Atsinanana,-19.5531,48.8408
Easton,Easton,38.776,-76.0701
Ban Phe,Ban Phe,12.6287,101.4399
Wang Tau Hom,Wang Tau Hom,22.3408,114.1871
South Hadley,South Hadley,42.2567,-72.5793
Péruwelz,Peruwelz,50.5167,3.5833
Damous,Damous,36.55,1.7
Kaukauna,Kaukauna,44.2773,-88.2641
San Bernardino,San Bernardino,14.5333,-91.45
Groves,Groves,29.9457,-93.9164
Kutiyāna,Kutiyana,21.63,69.98
Manaquiri,Manaquiri,-3.4281,-60.4594
Shoufeng,Shoufeng,23.8667,121.5167
Ignacio de la Llave,Ignacio de la Llave,18.6618,-95.9721
Nova Pazova,Nova Pazova,44.95,20.2167
Bülbülə,Bulbula,40.4342,49.9758
Yizhu,Yizhu,23.3565,120.2235
Tagounite,Tagounite,29.9585,-5.9151
Dilasag,Dilasag,16.4,122.22
Gīnīr,Ginir,7.1333,40.7
Taxtako‘pir,Taxtako`pir,43.0225,60.2886
Xintangcun,Xintangcun,23.9423,116.7865
Pottasshēri,Pottassheri,10.995,76.5053
Mosbrough,Mosbrough,53.325,-1.362
Santa Magdalena,Santa Magdalena,12.6489,124.1083
Braunau am Inn,Braunau am Inn,48.2583,13.035
Kolaccheri,Kolaccheri,11.9737,75.4083
Melfi,Melfi,41,15.65
Oswego,Oswego,43.4516,-76.5005
Estelle,Estelle,29.8447,-90.1021
Mata Roma,Mata Roma,-3.6167,-43.1167
San Esteban,San Esteban,-32.7992,-70.5803
Tādigadapa,Tadigadapa,16.4713,80.697
Chandia,Chandia,23.6565,80.7091
Lake St. Louis,Lake St. Louis,38.7846,-90.7886
Stockelsdorf,Stockelsdorf,53.8833,10.65
Tolūprpatti,Toluprpatti,11.0244,78.3134
Safety Harbor,Safety Harbor,28.008,-82.6964
Laç,Lac,41.6353,19.7131
Eutin,Eutin,54.1378,10.6181
Elias Fausto,Elias Fausto,-23.0428,-47.3739
Usmānpur,Usmanpur,24.7367,87.8676
Denville,Denville,40.889,-74.4893
El Segundo,El Segundo,33.917,-118.4018
Peragamanna,Peragamanna,11.2139,76.127
Sarotar,Sarotar,26.4291,84.7813
Condeixa-a-Nova,Condeixa-a-Nova,40.1167,-8.5
Zvenyhorodka,Zvenyhorodka,49.0697,30.9678
Gudipallipādu,Gudipallipadu,14.4588,80.0482
San Rafael Cedros,San Rafael Cedros,13.7333,-88.8833
Sibinal,Sibinal,15.1342,-92.05
Cinnaminson,Cinnaminson,40.0008,-74.993
Púchov,Puchov,49.12,18.3306
Xiulin,Xiulin,24.2167,121.5333
Svalyava,Svalyava,48.5472,22.9861
Mannukara,Mannukara,9.3,76.5333
Āyikudi,Ayikudi,9.0032,77.3449
Challapalle,Challapalle,16.1167,80.9333
Serra Dourada,Serra Dourada,-12.7608,-43.95
Crixás,Crixas,-14.5333,-49.9667
Guadarrama,Guadarrama,40.6728,-4.0889
Künzell,Kunzell,50.55,9.7167
Māvalli,Mavalli,14.1,74.4833
Upper Grand Lagoon,Upper Grand Lagoon,30.169,-85.7407
Turinsk,Turinsk,58.0333,63.7
Cañon City,Canon City,38.443,-105.2203
Tifton,Tifton,31.4624,-83.5203
Souto Soares,Souto Soares,-12.0889,-41.6378
Gavrilov-Yam,Gavrilov-Yam,57.3167,39.85
Chuarrancho,Chuarrancho,14.8181,-90.5153
Paulino Neves,Paulino Neves,-2.7167,-42.55
Amfilochía,Amfilochia,38.85,21.1667
Sidi Yakoub,Sidi Yakoub,31.6667,-7.0667
Tortum,Tortum,40.2981,41.6325
Condeúba,Condeuba,-14.8833,-41.9833
Ramnagar,Ramnagar,22.3245,88.494
Saint-Basile-le-Grand,Saint-Basile-le-Grand,45.5333,-73.2833
Kafr Zaytā,Kafr Zayta,35.3736,36.6017
Itarantim,Itarantim,-15.65,-40.05
La Garriga,La Garriga,41.6833,2.2833
West Hempfield,West Hempfield,40.0564,-76.4632
Kibungan,Kibungan,16.6939,120.6539
Ruhango,Ruhango,-2.2325,29.7803
Canovellas,Canovellas,41.6203,2.2847
Porteiras,Porteiras,-7.535,-39.1178
Guernica y Luno,Guernica y Luno,43.3167,-2.6667
Cáqueza,Caqueza,4.4053,-73.9478
Ilhota,Ilhota,-26.9,-48.8667
Knemis Dades,Knemis Dades,31.309,-6.028
Cheraro,Cheraro,14.3958,37.7731
Terre Neuve,Terre Neuve,19.6,-72.7833
Massapequa Park,Massapequa Park,40.6817,-73.4496
Kelheim,Kelheim,48.9167,11.8667
Lons-le-Saunier,Lons-le-Saunier,46.6753,5.5544
Pernamitta,Pernamitta,15.5333,80
Norwalk,Norwalk,41.2443,-82.6088
Carlentini,Carlentini,37.2833,15.0167
Kitanakagusuku,Kitanakagusuku,26.3011,127.7931
Grójec,Grojec,51.8656,20.8675
Bristol,Bristol,36.6181,-82.1604
Gennep,Gennep,51.7,5.9667
Ribeirópolis,Ribeiropolis,-10.5389,-37.4361
San Miguelito,San Miguelito,11.4,-84.9
Menzelinsk,Menzelinsk,55.7333,53.1167
Santa María,Santa Maria,-26.6833,-66.0333
Arıcak,Aricak,38.5644,40.1339
Gachancipá,Gachancipa,4.9908,-73.8731
Addison,Addison,32.959,-96.8355
Sinsina,Sinsina,12.3517,-5.4417
Pokrov,Pokrov,55.9117,39.1847
Bellingham,Bellingham,42.0777,-71.4741
Tsararivotra,Tsararivotra,-19.1714,47.55
Albal,Albal,39.3972,-0.4156
Milledgeville,Milledgeville,33.0874,-83.2414
Rubeho,Rubeho,-6.2578,36.8653
São Simão,Sao Simao,-18.9908,-50.5439
Piranga,Piranga,-20.6833,-43.3
Xinying,Xinying,35.706,104.1824
